month,site_id,supplier_id,supplier_name,commodity,category,country,tier,is_single_source,on_contract,qty,market_ppi_index,standard_unit_price,actual_unit_price,baseline_unit_price,actual_spend,standard_spend,ppv_usd,savings_usd
2022-09-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,123215,102.33,4.1431,4.1576,4.1474,512283.46,510497.8,1785.67,-1254.0
2022-09-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,29951,102.33,4.1431,4.2759,4.2979,128070.87,124093.17,3977.69,657.02
2022-09-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,118877,104.3,2.2239,2.3701,2.3149,281755.91,264367.36,17388.55,-6562.58
2022-09-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,65224,104.3,2.2239,2.3562,2.3989,153685.04,145051.33,8633.71,2782.58
2022-09-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,30917,104.3,2.2239,2.4854,2.5428,76842.52,68756.34,8086.17,1775.37
2022-09-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,101904,100.78,0.8966,0.8169,0.8266,83246.06,91371.41,-8125.35,992.79
2022-09-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,51699,100.78,0.8966,0.867,0.8566,44824.8,46355.57,-1530.77,-537.75
2022-10-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,126843,104.44,4.1431,4.3208,4.233,548072.2,525528.46,22543.75,-11148.98
2022-10-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,31218,104.44,4.1431,4.389,4.3865,137018.05,129343.07,7674.98,-77.58
2022-10-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,132335,104.57,2.2239,2.2778,2.3209,301439.71,294297.93,7141.78,5702.9
2022-10-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,69003,104.57,2.2239,2.3828,2.4051,164421.66,153453.91,10967.75,1538.37
2022-10-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,32520,104.57,2.2239,2.528,2.5494,82210.83,72321.46,9889.37,697.58
2022-10-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,112083,98.45,0.8966,0.7946,0.8075,89061.73,100498.95,-11437.21,1450.03
2022-10-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,58515,98.45,0.8966,0.8196,0.8368,47956.32,52467.25,-4510.93,1010.79
2022-11-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,128605,104.83,4.1431,4.2429,4.2488,545657.35,532830.08,12827.27,758.65
2022-11-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,32066,104.83,4.1431,4.2541,4.4029,136414.34,132854.31,3560.03,4768.86
2022-11-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,126797,104.96,2.2239,2.3669,2.3296,300111.54,281981.56,18129.99,-4725.29
2022-11-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,68115,104.96,2.2239,2.4032,2.4141,163697.21,151479.02,12218.19,737.98
2022-11-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,31857,104.96,2.2239,2.5692,2.5589,81848.6,70846.64,11001.96,-328.0
2022-11-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,113861,93.23,0.8966,0.7787,0.7647,88669.32,102092.78,-13423.46,-1597.32
2022-11-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,61074,93.23,0.8966,0.7818,0.7925,47745.02,54761.44,-7016.42,653.38
2022-12-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,133635,104.87,4.1431,4.3732,4.2504,584420.57,553667.75,30752.82,-16418.93
2022-12-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,32792,104.87,4.1431,4.4555,4.4045,146105.14,135862.63,10242.51,-1669.94
2022-12-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,135712,105.29,2.2239,2.3685,2.3369,321431.31,301807.98,19623.33,-4282.13
2022-12-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,71624,105.29,2.2239,2.4479,2.4217,175326.17,159282.81,16043.36,-1876.1
2022-12-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,33072,105.29,2.2239,2.6506,2.567,87663.09,73548.97,14114.11,-2766.93
2022-12-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,126889,92.12,0.8966,0.7484,0.7556,94968.34,113773.98,-18805.64,910.92
2022-12-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,64645,92.12,0.8966,0.791,0.783,51136.8,57963.47,-6826.67,-518.36
2023-01-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,139075,104.62,4.2888,4.1017,4.053,570452.65,596471.18,-26018.53,-6779.64
2023-01-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,32379,104.62,4.2888,4.4044,4.2,142613.16,138871.63,3741.54,-6617.84
2023-01-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,134677,106.21,2.3684,2.3296,2.2195,313748.96,318964.86,-5215.9,-14833.15
2023-01-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,70965,106.21,2.3684,2.4115,2.3,171135.8,168071.85,3063.95,-7915.67
2023-01-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,33612,106.21,2.3684,2.5457,2.438,85567.9,79606.5,5961.4,-3620.88
2023-01-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,123475,90.58,0.8562,0.7507,0.8202,92698.56,105721.94,-13023.39,8582.08
2023-01-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,64665,90.58,0.8562,0.7719,0.85,49914.61,55368.19,-5453.58,5051.42
2023-02-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,127752,105.22,4.2888,4.3268,4.053,552763.72,547910.83,4852.89,-34980.88
2023-02-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,31355,105.22,4.2888,4.4072,4.2,138190.93,134479.47,3711.46,-6496.8
2023-02-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,127186,106.25,2.3684,2.3903,2.2195,304020.05,301224.39,2795.66,-21729.59
2023-02-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,68177,106.25,2.3684,2.4323,2.3,165829.12,161469.23,4359.88,-9021.01
2023-02-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,33076,106.25,2.3684,2.5067,2.438,82914.56,78337.9,4576.66,-2273.44
2023-02-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,118275,92.62,0.8562,0.7594,0.8202,89824.11,101269.8,-11445.69,7191.42
2023-02-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,60156,92.62,0.8562,0.804,0.85,48366.83,51506.74,-3139.92,2765.8
2023-03-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,129794,104.95,4.2888,4.3278,4.053,561728.56,556667.27,5061.29,-35670.77
2023-03-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,30842,104.95,4.2888,4.5532,4.2,140432.14,132278.66,8153.48,-10893.23
2023-03-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,129098,106.38,2.3684,2.3931,2.2195,308950.71,305753.65,3197.06,-22415.7
2023-03-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,67091,106.38,2.3684,2.5118,2.3,168518.57,158898.39,9620.18,-14207.09
2023-03-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,32769,106.38,2.3684,2.5713,2.438,84259.28,77609.81,6649.48,-4367.67
2023-03-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,122156,93.44,0.8562,0.7472,0.8202,91280.89,104592.61,-13311.72,8917.86
2023-03-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,61179,93.44,0.8562,0.8034,0.85,49151.25,52382.82,-3231.57,2851.08
2023-04-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,130301,104.09,4.2888,4.3208,4.053,563012.07,558840.96,4171.11,-34900.11
2023-04-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,31397,104.09,4.2888,4.4829,4.2,140753.02,134659.21,6093.81,-8882.86
2023-04-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,129060,106.48,2.3684,2.3993,2.2195,309656.64,305663.3,3993.34,-23206.29
2023-04-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,68808,106.48,2.3684,2.4547,2.3,168903.62,162963.82,5939.8,-10644.06
2023-04-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,32284,106.48,2.3684,2.6158,2.438,84451.81,76462.12,7989.69,-5741.62
2023-04-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,116877,94.95,0.8562,0.7828,0.8202,91489.46,100073.03,-8583.57,4379.57
2023-04-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,60946,94.95,0.8562,0.8083,0.85,49263.56,52183.54,-2919.99,2540.95
2023-05-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,121770,103.75,4.2888,4.2278,4.053,514823.14,522254.26,-7431.12,-21286.08
2023-05-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,29754,103.75,4.2888,4.3256,4.2,128705.79,127611.15,1094.64,-3737.71
2023-05-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,121172,105.94,2.3684,2.3368,2.2195,283152.73,286981.16,-3828.44,-14210.22
2023-05-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,62610,105.94,2.3684,2.4668,2.3,154446.94,148284.03,6162.91,-10443.42
2023-05-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,29419,105.94,2.3684,2.6249,2.438,77223.47,69675.37,7548.1,-5499.57
2023-05-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,106462,93.9,0.8562,0.7858,0.8202,83658.76,91155.5,-7496.74,3667.37
2023-05-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,55959,93.9,0.8562,0.805,0.85,45047.02,47913.99,-2866.96,2518.94
2023-06-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,127381,103.99,4.2888,4.2561,4.053,542150.31,546316.58,-4166.27,-25874.05
2023-06-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,31430,103.99,4.2888,4.3124,4.2,135537.58,134798.19,739.39,-3531.32
2023-06-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,126139,106.23,2.3684,2.3639,2.2195,298182.67,298745.14,-562.47,-18215.63
2023-06-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,67401,106.23,2.3684,2.4131,2.3,162645.09,159631.78,3013.31,-7621.39
2023-06-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,31081,106.23,2.3684,2.6164,2.438,81322.55,73613.21,7709.34,-5545.04
2023-06-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,116757,92.1,0.8562,0.7546,0.8202,88099.43,99969.63,-11870.2,7670.55
2023-06-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,61866,92.1,0.8562,0.7668,0.85,47438.15,52971.28,-5533.12,5148.37
2023-07-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,145388,103.73,4.2888,4.0964,4.053,595575.61,623546.33,-27970.72,-6316.24
2023-07-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,34034,103.73,4.2888,4.3747,4.2,148893.9,145970.28,2923.63,-5946.95
2023-07-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,139360,106.5,2.3684,2.3505,2.2195,327566.58,330057.1,-2490.51,-18255.75
2023-07-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,74125,106.5,2.3684,2.4104,2.3,178672.68,175556.03,3116.66,-8184.42
2023-07-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,34109,106.5,2.3684,2.6191,2.438,89336.34,80782.82,8553.52,-6178.42
2023-07-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,130716,88.92,0.8562,0.7404,0.8202,96781.04,111921.94,-15140.91,10439.15
2023-07-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,75067,88.92,0.8562,0.6942,0.85,52112.87,64273.99,-12161.13,11694.27
2023-08-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,150149,103.99,4.2888,4.2796,4.053,642573.84,643963.59,-1389.74,-34019.9
2023-08-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,37552,103.99,4.2888,4.2778,4.2,160643.46,161056.2,-412.74,-2923.05
2023-08-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,150830,106.71,2.3684,2.3431,2.2195,353415.61,357221.75,-3806.14,-18647.6
2023-08-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,78340,106.71,2.3684,2.4607,2.3,192772.15,185538.76,7233.39,-12589.32
2023-08-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,36589,106.71,2.3684,2.6343,2.438,96386.08,86657.1,9728.97,-7181.16
2023-08-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,145835,87.9,0.8562,0.716,0.8202,104418.25,124867.2,-20448.95,15203.37
2023-08-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,81962,87.9,0.8562,0.686,0.85,56225.21,70178.11,-13952.9,13443.16
2023-09-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,151794,104.64,4.2888,4.2815,4.053,649911.51,651021.98,-1110.47,-34687.3
2023-09-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,37220,104.64,4.2888,4.3653,4.2,162477.88,159632.95,2844.92,-6151.23
2023-09-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,145539,106.84,2.3684,2.456,2.2195,357451.33,344690.72,12760.61,-34426.7
2023-09-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,80626,106.84,2.3684,2.4182,2.3,194973.45,190952.06,4021.4,-9533.6
2023-09-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,37816,106.84,2.3684,2.5779,2.438,97486.73,89563.73,7922.99,-5289.73
2023-09-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,148656,87.79,0.8562,0.7104,0.8202,105610.62,127282.8,-21672.18,16325.12
2023-09-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,79993,87.79,0.8562,0.7109,0.85,56867.26,68491.58,-11624.33,11126.84
2023-10-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,166220,104.25,4.2888,4.1518,4.053,690117.62,712891.32,-22773.7,-16426.08
2023-10-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,40104,104.25,4.2888,4.302,4.2,172529.41,172003.09,526.32,-4088.84
2023-10-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,160313,106.94,2.3684,2.3676,2.2195,379564.69,379680.4,-115.7,-23749.71
2023-10-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,83783,106.94,2.3684,2.4711,2.3,207035.29,198429.72,8605.56,-14333.62
2023-10-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,38524,106.94,2.3684,2.6871,2.438,103517.64,91239.17,12278.47,-9595.94
2023-10-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,153419,87.39,0.8562,0.731,0.8202,112144.11,131361.01,-19216.89,13698.51
2023-10-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,88630,87.39,0.8562,0.6813,0.85,60385.29,75887.05,-15501.76,14950.55
2023-11-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,170787,104.39,4.2888,4.2138,4.053,719654.28,732476.72,-12822.44,-27454.28
2023-11-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,41651,104.39,4.2888,4.3195,4.2,179913.57,178636.85,1276.73,-4976.64
2023-11-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,165369,107.13,2.3684,2.3935,2.2195,395809.86,391654.74,4155.11,-28773.19
2023-11-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,87199,107.13,2.3684,2.4759,2.3,215896.29,206519.79,9376.49,-15338.09
2023-11-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,41109,107.13,2.3684,2.6259,2.438,107948.14,97361.57,10586.57,-7724.04
2023-11-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,161817,87.53,0.8562,0.7227,0.8202,116943.82,138550.84,-21607.01,15786.59
2023-11-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,92157,87.53,0.8562,0.6833,0.85,62969.75,78906.83,-15937.08,15363.94
2023-12-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,166253,103.89,4.2888,4.1585,4.053,691371.32,713032.46,-21661.14,-17546.39
2023-12-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,39133,103.89,4.2888,4.4168,4.2,172842.83,167836.66,5006.17,-8482.39
2023-12-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,159973,107.13,2.3684,2.377,2.2195,380254.23,378875.79,1378.44,-25193.28
2023-12-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,86261,107.13,2.3684,2.4045,2.3,207411.4,204298.11,3113.29,-9010.75
2023-12-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,40017,107.13,2.3684,2.5915,2.438,103705.7,94775.87,8929.83,-6143.32
2023-12-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,153942,87.19,0.8562,0.7298,0.8202,112347.84,131808.32,-19460.48,13923.31
2023-12-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,87837,87.19,0.8562,0.6887,0.85,60494.99,75208.47,-14713.48,14167.2
2024-01-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,160374,104.36,4.3803,4.1929,4.2402,672440.98,702485.96,-30044.98,7586.72
2024-01-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,38401,104.36,4.3803,4.3778,4.394,168110.25,168207.36,-97.11,625.32
2024-01-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,157134,108.33,2.4509,2.3537,2.3573,369842.54,385124.75,-15282.21,576.36
2024-01-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,78698,108.33,2.4509,2.5634,2.4428,201732.29,192883.91,8848.39,-9484.93
2024-01-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,38919,108.33,2.4509,2.5917,2.5894,100866.15,95388.37,5477.78,-88.15
2024-01-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,156423,86.16,0.7681,0.6986,0.743,109271.66,120141.44,-10869.78,6948.18
2024-01-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,87513,86.16,0.7681,0.6723,0.7699,58838.59,67214.62,-8376.03,8540.3
2024-02-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,160400,104.23,4.3803,4.2134,4.2402,675830.82,702598.18,-26767.36,4305.5
2024-02-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,38820,104.23,4.3803,4.3523,4.394,168957.71,170042.82,-1085.11,1619.08
2024-02-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,153015,108.62,2.4509,2.4292,2.3573,371706.95,375029.07,-3322.11,-10998.23
2024-02-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,81583,108.62,2.4509,2.4852,2.4428,202749.25,199955.48,2793.77,-3453.65
2024-02-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,39146,108.62,2.4509,2.5896,2.5894,101374.62,95945.61,5429.02,-7.91
2024-02-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,150073,88.01,0.7681,0.7318,0.743,109822.51,115264.37,-5441.86,1679.45
2024-02-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,85533,88.01,0.7681,0.6914,0.7699,59135.2,65694.38,-6559.18,6719.73
2024-03-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,155096,104.1,4.3803,4.1982,4.2402,651126.0,679366.43,-28240.42,6521.28
2024-03-01,P-AUS,SUP-SEM2,Anchor Microelectronics,Semiconductors,Direct Materials,USA,Preferred,False,True,36786,104.1,4.3803,4.425,4.394,162781.5,161136.45,1645.05,-1139.05
2024-03-01,P-AUS,SUP-ELE1,Shenzhen Circuit Works,Electrical/Electronic,Direct Materials,China,Strategic,False,True,147138,108.82,2.4509,2.4339,2.3573,358119.3,360624.61,-2505.31,-11265.0
2024-03-01,P-AUS,SUP-ELE2,Lone Star Connectors,Electrical/Electronic,Direct Materials,USA,Preferred,False,True,77769,108.82,2.4509,2.5118,2.4428,195337.8,190606.68,4731.12,-5360.14
2024-03-01,P-AUS,SUP-ELE3,Vertex Components,Electrical/Electronic,Direct Materials,USA,Transactional,False,False,36026,108.82,2.4509,2.711,2.5894,97668.9,88297.85,9371.05,-4382.06
2024-03-01,P-AUS,SUP-RES1,Gulf Coast Polymers,Plastic Resin,Direct Materials,USA,Strategic,False,True,147144,87.18,0.7681,0.7191,0.743,105807.98,113015.05,-7207.07,3518.08
2024-03-01,P-AUS,SUP-RES2,Pacific Resin Traders,Plastic Resin,Direct Materials,Taiwan,Preferred,False,True,82913,87.18,0.7681,0.6871,0.7699,56973.53,63681.75,-6708.23,6863.86
2024-04-01,P-AUS,SUP-SEM1,Formosa Semiconductor,Semiconductors,Direct Materials,Taiwan,Strategic,True,True,152097,104.68,4.3803,4.3125,4.2402,655917.08,666229.53,-10312.45,-10986.71
