month,site_id,site_name,site_type,city,state,region,naics3,subsector,headcount,sqft,cost_category,cost_group,actual_usd,budget_usd,variance_usd,variance_pct
2023-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,275386.34,275386.34,0.0,0.0
2023-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,214189.37,214189.37,0.0,0.0
2023-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,215747.33,214189.37,1557.96,0.73
2023-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,91686.44,91795.45,-109.01,-0.12
2023-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,87781.2,91795.45,-4014.25,-4.37
2023-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1876748.94,1876748.94,0.0,0.0
2023-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,729846.81,729846.81,0.0,0.0
2023-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1287057.85,1223991.23,63066.62,5.15
2023-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,165204.25,167877.11,-2672.86,-1.59
2023-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,242224.5,285391.09,-43166.59,-15.13
2023-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,237154.27,251815.67,-14661.4,-5.82
2023-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,251815.67,251815.67,0.0,0.0
2023-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,195856.63,195856.63,0.0,0.0
2023-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,192401.97,195856.63,-3454.66,-1.76
2023-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,85237.67,83938.56,1299.11,1.55
2023-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,85136.83,83938.56,1198.27,1.43
2023-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1876748.94,1876748.94,0.0,0.0
2023-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,729846.81,729846.81,0.0,0.0
2023-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1355375.78,1282548.79,72826.99,5.68
2023-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,170046.85,176788.15,-6741.3,-3.81
2023-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,212160.73,300539.85,-88379.12,-29.41
2023-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,252864.75,265182.22,-12317.47,-4.64
2023-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,265182.22,265182.22,0.0,0.0
2023-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,206252.84,206252.84,0.0,0.0
2023-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,222378.31,206252.84,16125.47,7.82
2023-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,86742.38,88394.07,-1651.69,-1.87
2023-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,87843.59,88394.07,-550.48,-0.62
2023-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1876748.94,1876748.94,0.0,0.0
2023-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,729846.81,729846.81,0.0,0.0
2023-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1488939.02,1401925.79,87013.23,6.21
2023-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,214252.73,194209.44,20043.29,10.32
2023-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,216279.41,330156.04,-113876.63,-34.49
2023-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,307174.05,291314.16,15859.89,5.44
2023-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,291314.16,291314.16,0.0,0.0
2023-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,226577.68,226577.68,0.0,0.0
2023-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,227357.62,226577.68,779.94,0.34
2023-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,93209.27,97104.72,-3895.45,-4.01
2023-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,92314.63,97104.72,-4790.09,-4.93
2023-08-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1876748.94,1876748.94,0.0,0.0
2023-08-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,729846.81,729846.81,0.0,0.0
2023-08-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1606434.61,1505029.82,101404.79,6.74
2023-08-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,208319.04,209534.95,-1215.91,-0.58
2023-08-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,253559.52,356209.41,-102649.89,-28.82
2023-08-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,312795.53,314302.42,-1506.89,-0.48
2023-08-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,314302.42,314302.42,0.0,0.0
2023-08-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,244457.44,244457.44,0.0,0.0
2023-08-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,239664.33,244457.44,-4793.11,-1.96
2023-08-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,112712.68,104767.47,7945.21,7.58
2023-08-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,111522.83,104767.47,6755.36,6.45
2023-09-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1876748.94,1876748.94,0.0,0.0
2023-09-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,729846.81,729846.81,0.0,0.0
2023-09-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1624778.78,1514642.81,110135.97,7.27
2023-09-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,199402.36,211927.67,-12525.31,-5.91
2023-09-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,310911.97,360277.03,-49365.06,-13.7
2023-09-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,332657.09,317891.5,14765.59,4.64
2023-09-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,317891.5,317891.5,0.0,0.0
2023-09-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,247248.94,247248.94,0.0,0.0
2023-09-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,225606.82,247248.94,-21642.12,-8.75
2023-09-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,98476.85,105963.83,-7486.98,-7.07
2023-09-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,104207.3,105963.83,-1756.53,-1.66
2023-10-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1876748.94,1876748.94,0.0,0.0
2023-10-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,729846.81,729846.81,0.0,0.0
2023-10-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1725294.06,1600342.93,124951.13,7.81
2023-10-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,232429.75,225038.36,7391.39,3.28
2023-10-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,409286.21,382565.21,26721.0,6.98
2023-10-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,334012.96,337557.53,-3544.57,-1.05
2023-10-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,337557.53,337557.53,0.0,0.0
2023-10-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,262544.75,262544.75,0.0,0.0
2023-10-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,256803.23,262544.75,-5741.52,-2.19
2023-10-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,106308.94,112519.18,-6210.24,-5.52
2023-10-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,121525.64,112519.18,9006.46,8.0
2023-11-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1876748.94,1876748.94,0.0,0.0
2023-11-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,729846.81,729846.81,0.0,0.0
2023-11-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1799135.71,1660534.07,138601.64,8.35
2023-11-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,233258.54,234669.88,-1411.34,-0.6
2023-11-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,510012.33,398938.79,111073.54,27.84
2023-11-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,339323.36,352004.81,-12681.45,-3.6
2023-11-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,352004.81,352004.81,0.0,0.0
2023-11-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,273781.52,273781.52,0.0,0.0
2023-11-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,286839.66,273781.52,13058.14,4.77
2023-11-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,121205.9,117334.94,3870.96,3.3
2023-11-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,111223.62,117334.94,-6111.32,-5.21
2023-12-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1876748.94,1876748.94,0.0,0.0
2023-12-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,729846.81,729846.81,0.0,0.0
2023-12-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1728428.3,1587337.12,141091.18,8.89
2023-12-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,224292.65,225447.17,-1154.52,-0.51
2023-12-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,549517.13,383260.19,166256.94,43.38
2023-12-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,340329.33,338170.75,2158.58,0.64
2023-12-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,338170.75,338170.75,0.0,0.0
2023-12-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,263021.7,263021.7,0.0,0.0
2023-12-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,272990.44,263021.7,9968.74,3.79
2023-12-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,119906.31,112723.58,7182.73,6.37
2023-12-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,112458.6,112723.58,-264.98,-0.24
2024-01-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1942435.15,1942435.15,0.0,0.0
2024-01-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,755391.45,755391.45,0.0,0.0
2024-01-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1681102.45,1536193.5,144908.95,9.43
2024-01-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,224054.64,219274.23,4780.41,2.18
2024-01-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,557255.88,372766.2,184489.68,49.49
2024-01-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,308003.88,328911.35,-20907.47,-6.36
2024-01-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,328911.35,328911.35,0.0,0.0
2024-01-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,255819.94,255819.94,0.0,0.0
2024-01-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,248871.13,255819.94,-6948.81,-2.72
2024-01-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,111565.36,109637.12,1928.24,1.76
2024-01-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,107273.29,109637.12,-2363.83,-2.16
2024-02-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1942435.15,1942435.15,0.0,0.0
2024-02-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,755391.45,755391.45,0.0,0.0
2024-02-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1689577.06,1536256.33,153320.73,9.98
2024-02-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,223138.59,220379.62,2758.97,1.25
2024-02-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,541650.9,374645.35,167005.55,44.58
2024-02-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,336716.27,330569.42,6146.85,1.86
2024-02-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,330569.42,330569.42,0.0,0.0
2024-02-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,257109.55,257109.55,0.0,0.0
2024-02-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,241407.32,257109.55,-15702.23,-6.11
2024-02-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,110185.7,110189.81,-4.11,-0.0
2024-02-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,113425.26,110189.81,3235.45,2.94
2024-03-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1942435.15,1942435.15,0.0,0.0
2024-03-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,755391.45,755391.45,0.0,0.0
2024-03-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1627815.01,1472735.2,155079.81,10.53
2024-03-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,219806.06,212323.7,7482.36,3.52
2024-03-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,469185.95,360950.28,108235.67,29.99
2024-03-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,301050.46,318485.54,-17435.08,-5.47
2024-03-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,318485.54,318485.54,0.0,0.0
2024-03-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,247710.98,247710.98,0.0,0.0
2024-03-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,245138.41,247710.98,-2572.57,-1.04
2024-03-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,108142.08,106161.85,1980.23,1.87
2024-03-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,100894.84,106161.85,-5267.01,-4.96
2024-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1942435.15,1942435.15,0.0,0.0
2024-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,755391.45,755391.45,0.0,0.0
2024-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1639792.71,1476190.85,163601.86,11.08
2024-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,210522.07,213886.01,-3363.94,-1.57
2024-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,398829.93,363606.21,35223.72,9.69
2024-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,340836.54,320829.01,20007.53,6.24
2024-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,320829.01,320829.01,0.0,0.0
2024-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,249533.67,249533.67,0.0,0.0
2024-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,239541.86,249533.67,-9991.81,-4.0
2024-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,119861.62,106943.0,12918.62,12.08
2024-04-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,98342.53,106943.0,-8600.47,-8.04
2024-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1942435.15,1942435.15,0.0,0.0
2024-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,755391.45,755391.45,0.0,0.0
2024-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1666509.22,1492777.97,173731.25,11.64
2024-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,223436.41,217370.77,6065.64,2.79
2024-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,329683.59,369530.31,-39846.72,-10.78
2024-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,350441.73,326056.15,24385.58,7.48
2024-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,326056.15,326056.15,0.0,0.0
2024-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,253599.23,253599.23,0.0,0.0
2024-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,276764.48,253599.23,23165.25,9.13
2024-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,109280.54,108685.38,595.16,0.55
2024-05-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,103872.77,108685.38,-4812.61,-4.43
2024-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1942435.15,1942435.15,0.0,0.0
2024-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,755391.45,755391.45,0.0,0.0
2024-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1719181.83,1532298.04,186883.79,12.2
2024-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,208886.19,224241.11,-15354.92,-6.85
2024-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,282876.39,381209.88,-98333.49,-25.8
2024-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,353303.92,336361.66,16942.26,5.04
2024-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,336361.66,336361.66,0.0,0.0
2024-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,261614.63,261614.63,0.0,0.0
2024-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,264134.8,261614.63,2520.17,0.96
2024-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,112507.12,112120.55,386.57,0.34
2024-06-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,113354.01,112120.55,1233.46,1.1
2024-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Direct Labor,COGS,1942435.15,1942435.15,0.0,0.0
2024-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Indirect Labor,COGS,755391.45,755391.45,0.0,0.0
2024-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Raw Materials,COGS,1764900.73,1565220.96,199679.77,12.76
2024-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Consumables & Tooling,COGS,220343.23,230204.44,-9861.21,-4.28
2024-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Utilities,Overhead,269481.01,391347.55,-121866.54,-31.14
2024-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Maintenance & Repair,Overhead,337690.24,345306.66,-7616.42,-2.21
2024-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Depreciation,Overhead,345306.66,345306.66,0.0,0.0
2024-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Facilities,Overhead,268571.85,268571.85,0.0,0.0
2024-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Freight & Logistics,Overhead,277790.03,268571.85,9218.18,3.43
2024-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,IT & Systems,Overhead,103175.74,115102.22,-11926.48,-10.36
2024-07-01,P-AUS,Austin Electronics,Plant,Austin,TX,South,334,Computer & Electronic,300,140000,Other Overhead,Overhead,116278.1,115102.22,1175.88,1.02
